employee_id,age,gender,department,job_level,tenure_years,salary,compa_ratio,performance_rating,engagement_score,satisfaction_score,overtime_hours_per_week,years_since_last_promotion,work_life_balance,training_hours_last_year,manager_tenure_years,num_prior_companies,commute_miles,attrited
EMP00228,31,Male,HR,3,4.9,129100,0.916,2,5.8,5.4,2.2,0.8,3,60,4.3,1,15,0
EMP00229,35,Male,Operations,3,19.9,184900,1.258,4,6.6,3.7,14.4,1.5,3,20,7.0,1,12,0
EMP00230,24,Male,Operations,2,1.1,72800,0.993,3,5.0,5.6,0.2,4.1,3,60,6.3,1,12,0
EMP00231,29,Male,Engineering,2,7.9,87000,1.112,5,5.7,3.4,8.8,1.5,3,10,5.1,5,4,0
EMP00232,35,Female,Engineering,3,11.9,114500,0.866,4,4.0,1.0,2.0,4.7,4,0,1.8,1,11,0
EMP00233,40,Female,Operations,1,14.4,69300,0.801,3,6.6,8.2,0.5,10.0,3,40,0.5,7,1,0
EMP00234,41,Female,R&D,5,16.1,319700,1.21,4,8.4,2.2,1.4,0.2,4,10,1.0,3,8,0
EMP00235,22,Male,Operations,5,3.7,176700,1.036,3,4.5,1.6,0.5,0.1,3,20,8.0,1,13,0
EMP00236,46,Male,HR,3,18.9,118800,0.785,3,5.4,2.4,9.9,0.4,4,60,7.8,2,3,0
EMP00237,33,Male,R&D,1,7.1,75200,1.072,5,7.4,9.3,8.8,1.2,1,20,12.1,1,4,0
EMP00238,34,Female,Operations,3,0.9,117200,1.347,4,8.7,8.9,1.2,0.4,3,40,0.5,8,4,0
EMP00239,31,Female,Operations,1,3.2,55300,0.923,3,3.8,5.2,3.1,5.1,3,20,3.1,5,1,0
EMP00240,37,Male,Engineering,1,6.3,69000,1.053,3,6.2,3.4,2.8,0.1,4,0,4.2,1,6,0
EMP00241,29,Male,Sales,2,1.4,80700,1.052,3,7.0,8.9,6.1,0.9,4,40,5.0,6,58,0
EMP00242,37,Male,Operations,2,5.1,101000,1.31,5,6.3,4.8,3.0,0.5,3,60,4.1,4,7,0
EMP00243,33,Female,Engineering,4,5.5,155500,0.895,3,2.0,3.1,1.2,6.7,4,20,5.9,1,9,0
EMP00244,26,Female,Operations,3,0.9,117300,1.198,5,7.4,5.1,4.3,2.8,3,40,1.8,3,16,0
EMP00245,41,Female,Engineering,3,4.2,155700,1.4,5,9.2,5.9,5.8,6.1,4,60,0.8,3,16,0
EMP00246,36,Female,R&D,2,7.4,92400,1.301,3,6.7,3.9,2.1,9.0,4,40,0.9,1,45,0
EMP00247,32,Male,Engineering,2,3.5,80300,0.876,3,4.6,2.6,10.8,1.7,2,10,0.5,4,29,1
EMP00248,22,Male,HR,2,0.3,83400,1.039,5,5.6,4.7,7.2,0.7,4,40,1.7,1,24,0
EMP00249,22,Male,Sales,5,0.3,191100,0.941,3,9.7,7.0,2.4,0.5,3,40,0.5,2,45,0
EMP00250,29,Male,R&D,1,2.2,79900,1.4,1,8.1,5.2,2.8,0.6,1,40,1.6,1,4,0
EMP00251,37,Female,Operations,4,13.0,177200,1.038,3,7.7,7.7,15.0,3.1,2,20,4.0,7,14,0
EMP00252,24,Female,Engineering,2,1.3,73900,1.067,4,7.1,1.0,1.1,0.1,4,10,9.0,4,33,0
EMP00253,31,Male,Sales,2,5.0,72700,0.912,4,5.3,4.4,3.4,0.1,4,40,7.3,1,15,0
EMP00254,35,Female,Sales,3,1.3,119300,1.4,3,6.1,5.3,6.8,2.3,4,20,1.2,2,57,0
EMP00255,31,Male,Marketing,2,1.9,87600,1.207,3,6.4,6.2,6.8,2.6,4,40,0.6,1,2,0
EMP00256,28,Male,Engineering,4,9.4,152700,0.932,5,7.5,4.8,5.2,2.7,4,60,0.9,4,9,0
EMP00257,31,Male,Engineering,4,6.5,169500,0.997,4,9.2,6.4,4.9,1.2,1,60,14.2,1,57,0
EMP00258,22,Male,Operations,2,0.5,61300,0.812,4,8.5,7.3,12.0,4.1,3,20,3.2,5,7,0
EMP00259,26,Male,Operations,2,2.8,80800,0.937,4,3.9,5.2,3.9,1.9,1,20,0.8,6,20,0
EMP00260,24,Male,Marketing,2,0.3,80300,0.929,4,6.9,3.9,5.7,0.3,2,40,7.3,3,1,0
EMP00261,26,Male,Engineering,4,3.3,188400,1.129,4,7.8,5.6,3.5,4.0,2,40,2.0,1,18,0
EMP00262,24,Non-binary,Operations,1,5.4,54200,0.84,3,7.6,8.0,2.1,7.6,3,80,9.2,2,41,0
EMP00263,26,Male,Finance,3,0.6,84500,0.833,3,5.4,1.0,3.6,0.2,4,40,1.2,2,7,0
EMP00264,25,Male,HR,3,1.7,90900,0.967,4,10.0,5.3,2.3,1.2,4,20,2.0,3,1,0
EMP00265,22,Male,Finance,3,2.5,86700,0.763,4,4.2,5.4,3.3,1.7,3,40,2.8,3,1,0
EMP00266,46,Female,Engineering,1,12.6,81400,0.98,5,4.6,5.0,9.1,0.4,4,40,8.9,3,33,0
EMP00267,51,Male,Sales,3,25.0,180100,1.123,3,6.9,5.4,6.4,5.1,3,40,8.1,2,19,0
EMP00268,24,Female,Engineering,4,0.3,147200,0.862,5,10.0,5.7,10.7,0.8,4,40,3.4,5,2,0
EMP00269,32,Male,Sales,1,7.2,73700,1.347,5,5.0,1.7,8.4,3.8,3,10,1.0,1,1,0
EMP00270,22,Male,Marketing,1,2.3,58400,1.134,3,6.0,2.8,0.9,2.8,3,0,2.1,2,25,0
EMP00271,36,Female,Sales,5,2.5,206200,0.897,4,8.4,8.2,0.2,2.3,4,20,14.9,4,25,0
EMP00272,41,Male,R&D,1,7.0,59100,0.907,4,6.5,3.1,1.4,0.5,3,20,3.7,1,2,0
EMP00273,37,Male,HR,4,12.5,164200,0.807,5,5.9,4.0,1.4,0.6,3,10,6.1,4,5,0
EMP00274,43,Male,Sales,2,15.1,76800,0.77,4,7.5,3.5,18.5,0.1,2,60,2.4,4,23,1
EMP00275,30,Female,Marketing,1,4.3,61500,1.114,4,7.0,6.1,3.2,0.7,3,20,3.0,3,11,0
EMP00276,22,Male,Marketing,4,2.2,144700,1.007,4,8.4,4.5,1.7,1.1,4,60,2.2,1,47,0
EMP00277,30,Male,Operations,2,7.7,94800,1.26,3,8.8,5.5,3.2,4.5,1,10,4.9,1,10,0
EMP00278,28,Non-binary,Engineering,2,1.4,77900,1.128,3,7.1,1.6,4.7,1.1,4,10,7.6,2,17,0
EMP00279,27,Male,Marketing,2,4.2,78900,0.874,4,7.0,1.6,0.6,3.5,1,20,2.8,1,11,0
EMP00280,27,Female,Marketing,2,2.2,69000,0.804,4,6.9,4.5,3.0,1.4,3,10,2.6,7,43,0
EMP00281,30,Female,Engineering,1,5.3,60900,0.956,4,7.4,2.4,6.5,3.8,2,60,1.7,3,8,0
EMP00282,27,Male,Engineering,2,1.4,85300,1.311,4,6.6,8.1,6.2,9.4,4,0,0.8,2,4,0
EMP00283,27,Male,HR,5,1.1,173800,0.879,3,6.5,1.0,1.5,0.7,2,20,11.2,6,6,0
EMP00284,31,Male,HR,2,12.5,93000,1.099,4,8.7,4.2,3.8,5.0,3,60,1.5,4,29,0
EMP00285,23,Female,Engineering,3,0.5,104200,0.916,2,9.2,6.0,15.8,2.4,2,20,6.5,2,10,0
EMP00286,22,Female,R&D,2,3.5,72100,0.946,4,3.8,1.8,9.9,4.2,2,10,5.0,2,7,0
EMP00287,32,Female,Finance,3,1.2,94100,1.022,5,6.5,2.2,0.7,2.6,4,20,6.3,1,12,0
EMP00288,22,Female,Operations,1,0.3,57100,1.028,4,5.3,1.7,2.4,1.4,2,20,11.0,7,2,0
EMP00289,32,Female,Engineering,5,0.3,171600,0.909,1,5.9,2.1,5.3,0.6,2,10,3.9,3,1,1
EMP00290,34,Male,Engineering,2,1.0,80200,0.902,3,7.2,4.2,15.7,0.2,2,20,9.1,5,5,0
EMP00291,33,Male,Engineering,1,10.1,57300,0.917,4,7.7,8.5,1.7,1.9,3,60,0.7,2,14,0
EMP00292,22,Female,Operations,1,1.7,65800,1.326,4,6.3,4.2,2.2,10.0,3,60,3.9,5,19,0
EMP00293,36,Male,Engineering,1,15.0,96900,1.4,4,3.1,4.1,4.8,3.3,1,0,5.9,1,26,0
EMP00294,29,Male,Engineering,2,4.4,71800,0.876,3,4.8,4.0,10.0,1.0,2,10,1.3,8,39,1
EMP00295,23,Female,HR,2,2.9,85000,1.127,4,8.1,7.3,0.8,4.4,3,20,5.4,6,8,0
EMP00296,27,Male,Operations,3,4.3,97300,1.025,4,1.6,1.0,0.1,3.7,3,40,6.0,2,20,1
EMP00297,37,Female,Sales,2,3.6,92400,1.014,3,8.6,5.0,4.2,0.8,4,20,7.1,4,1,0
EMP00298,35,Female,Marketing,1,7.1,52000,0.765,4,7.4,7.2,1.2,0.0,4,60,1.5,4,1,0
EMP00299,23,Male,R&D,3,1.7,110200,1.065,3,8.9,4.8,0.6,0.3,3,40,4.6,6,2,0
EMP00300,22,Female,R&D,3,2.2,92000,0.766,4,6.1,7.1,1.2,5.2,3,10,1.5,2,9,0
EMP00301,33,Male,Finance,1,11.2,64200,0.876,5,2.8,4.5,0.2,4.5,4,40,5.4,2,4,1
EMP00302,37,Male,Operations,1,14.6,60100,0.898,4,7.3,3.9,9.0,0.9,4,10,2.5,5,5,1
EMP00303,37,Male,Sales,1,11.2,74200,1.201,4,8.8,4.8,21.2,0.8,2,20,3.6,4,16,1
EMP00304,25,Male,R&D,3,2.7,93300,0.812,4,8.2,3.5,5.1,3.9,4,10,2.2,2,7,0
EMP00305,35,Male,Sales,3,7.6,122800,1.011,3,5.3,2.3,2.8,6.9,4,10,0.7,5,12,0
EMP00306,38,Male,Engineering,2,3.2,75600,0.926,4,6.7,2.1,7.6,3.8,3,40,0.8,1,8,0
EMP00307,33,Male,R&D,3,3.4,104400,1.057,4,5.5,4.3,2.0,2.3,3,40,0.5,4,3,0
EMP00308,27,Male,Marketing,3,1.1,104100,0.956,3,5.0,1.0,2.6,0.7,4,10,3.9,1,1,0
EMP00309,29,Female,HR,2,4.5,72900,0.954,3,8.2,6.4,2.0,1.9,2,80,7.6,2,4,0
EMP00310,25,Female,Engineering,4,1.0,146800,1.037,4,4.3,3.9,4.2,0.7,4,20,0.5,2,1,0
EMP00311,34,Male,Operations,1,2.0,70600,1.064,2,4.9,1.0,2.5,4.1,4,10,0.5,2,14,1
EMP00312,31,Male,Sales,1,9.7,57900,0.927,2,4.5,5.7,3.5,1.2,4,10,2.4,3,24,0
EMP00313,27,Male,Sales,2,1.2,90300,1.373,4,3.8,3.4,2.2,4.5,3,40,5.4,3,6,0
EMP00314,27,Male,Operations,1,0.4,68300,1.368,3,6.8,5.8,2.8,1.2,2,80,0.7,2,7,0
EMP00315,24,Female,Engineering,2,0.4,67400,0.807,5,8.6,4.2,8.4,4.3,2,40,1.3,1,25,0
EMP00316,30,Female,Sales,4,14.1,143200,0.761,3,6.2,5.2,2.1,1.0,4,60,1.1,4,4,0
EMP00317,30,Male,Operations,1,3.5,61000,1.043,4,3.8,4.5,1.5,1.5,4,20,2.0,2,2,0
EMP00318,28,Male,Operations,1,2.6,53300,0.965,4,8.0,5.0,2.2,2.4,3,20,1.0,3,10,0
EMP00319,35,Male,Marketing,2,8.3,112000,1.203,4,9.5,9.8,5.3,0.2,2,40,1.7,3,16,0
EMP00320,31,Female,Marketing,4,9.0,163500,1.061,3,5.3,3.5,0.2,7.4,4,40,5.2,6,14,0
EMP00321,34,Male,Operations,2,2.0,69400,0.86,5,5.6,5.7,1.3,2.1,4,20,3.8,4,19,0
EMP00322,26,Non-binary,Sales,2,5.9,70700,0.898,4,7.4,5.3,12.6,1.8,2,60,0.5,1,1,0
EMP00323,40,Female,HR,1,7.4,72600,1.242,4,9.4,7.2,3.1,4.6,3,0,4.1,5,8,0
EMP00324,22,Male,Engineering,1,5.3,55600,0.965,3,5.6,1.0,8.4,5.0,4,20,2.6,8,4,0
EMP00325,29,Female,Marketing,5,0.8,204100,1.041,3,4.1,3.3,5.6,1.8,4,40,10.9,2,21,0
EMP00326,37,Female,Sales,5,10.4,271400,1.11,4,7.6,3.6,7.5,6.6,4,40,1.4,7,31,0
EMP00327,25,Female,Engineering,1,3.9,55000,0.9,1,7.9,3.6,3.0,0.2,2,20,5.2,3,5,0
EMP00328,29,Male,Sales,5,1.7,204800,1.4,4,6.5,7.4,25.0,0.3,2,20,5.3,2,2,0
EMP00329,35,Male,R&D,3,2.8,104800,1.07,3,5.5,3.2,8.8,2.3,3,20,1.0,2,4,0
EMP00330,22,Female,Finance,4,0.3,154900,1.143,4,8.3,3.6,1.3,1.1,4,40,9.3,3,2,0
EMP00331,29,Female,Finance,2,0.7,82500,0.932,5,7.5,4.2,0.5,1.6,4,40,2.7,1,6,0
EMP00332,22,Female,Engineering,2,7.3,82300,1.053,4,5.1,1.0,2.6,1.0,4,40,4.5,1,12,0
EMP00333,22,Female,Operations,2,0.3,76100,0.992,4,6.6,6.9,0.1,1.3,3,20,0.6,1,55,0
EMP00334,36,Female,Operations,3,2.7,99500,0.809,4,4.1,1.4,0.1,4.3,4,80,1.2,2,8,0
EMP00335,26,Female,Sales,1,3.7,47700,0.915,4,7.7,6.0,5.3,2.3,3,60,3.5,2,4,0
EMP00336,22,Male,Engineering,1,0.3,57300,0.995,5,6.0,6.3,11.7,10.0,3,20,1.5,3,3,0
EMP00337,39,Female,Finance,2,18.1,129600,1.339,5,5.7,2.8,6.2,3.9,3,10,2.8,2,3,0
EMP00338,37,Female,R&D,3,1.3,90400,0.924,4,6.4,5.1,2.1,0.8,4,20,1.9,8,3,0
EMP00339,22,Female,Finance,1,1.8,51000,0.967,3,6.6,2.4,2.5,0.8,4,20,4.1,2,22,0
EMP00340,22,Female,Sales,3,1.8,91400,0.946,4,8.1,9.7,2.5,1.0,3,60,2.7,2,1,0
EMP00341,35,Male,Marketing,5,1.3,226500,0.839,3,7.6,6.6,0.7,4.6,2,40,0.5,1,80,0
EMP00342,36,Female,Sales,1,0.3,58900,0.978,4,6.2,3.7,0.5,0.1,4,60,4.2,2,11,0
EMP00343,31,Female,Sales,3,6.5,109200,0.856,4,7.9,3.7,25.0,0.7,2,20,2.2,1,12,0
EMP00344,33,Male,Engineering,2,17.0,86100,0.795,4,7.2,4.5,1.7,5.9,4,40,1.7,3,7,0
EMP00345,38,Male,HR,4,1.3,145100,1.183,5,5.7,3.1,6.1,2.6,3,20,0.5,4,18,0
EMP00346,38,Male,R&D,1,5.4,48500,0.758,4,6.3,7.6,3.1,0.6,2,10,1.0,1,10,0
EMP00347,35,Male,Finance,3,6.8,114500,0.895,1,6.2,1.8,0.8,0.6,3,40,1.0,2,6,0
EMP00348,29,Male,HR,3,9.4,132100,1.192,5,7.4,5.1,0.5,5.0,2,10,11.0,1,5,0
EMP00349,28,Male,Marketing,4,2.7,123200,0.754,3,5.8,3.7,3.0,5.6,3,40,2.3,5,39,0
EMP00350,27,Female,R&D,3,1.8,83300,0.747,4,5.8,3.6,6.9,0.7,2,40,0.5,4,5,0
EMP00351,29,Female,Engineering,2,2.0,96900,1.028,2,10.0,6.3,10.1,1.4,2,60,0.6,1,9,0
EMP00352,38,Female,Sales,3,6.2,102000,0.936,3,8.2,5.1,4.5,4.5,2,10,0.5,2,6,0
EMP00353,37,Female,Operations,4,8.5,189200,1.271,5,5.1,4.9,2.7,3.7,4,40,3.6,7,1,0
EMP00354,22,Male,Marketing,2,1.0,74700,1.01,3,7.5,6.0,1.1,4.2,3,80,0.8,2,3,0
EMP00355,35,Male,Engineering,1,2.3,56000,0.84,4,6.7,5.1,15.3,1.8,2,60,2.8,3,3,0
EMP00356,37,Female,Engineering,4,11.6,179900,1.229,3,7.2,1.0,4.3,6.1,4,40,1.8,2,18,0
EMP00357,36,Male,Operations,3,8.2,101400,1.056,5,6.7,4.9,2.9,1.0,3,40,6.5,3,8,0
EMP00358,50,Non-binary,Marketing,3,21.0,140400,0.952,5,8.6,2.6,1.7,0.4,3,20,1.5,7,23,0
EMP00359,26,Female,Marketing,1,7.0,58700,0.967,3,7.1,5.8,2.9,3.1,4,40,2.5,9,19,0
EMP00360,28,Male,Engineering,3,2.5,86900,0.823,2,6.4,6.8,2.0,1.9,4,40,5.1,4,3,0
EMP00361,27,Non-binary,Marketing,2,4.5,85000,0.938,4,8.4,3.8,0.1,4.8,4,40,2.3,2,12,0
EMP00362,22,Male,Engineering,3,5.4,105700,0.998,3,6.9,4.0,2.5,0.2,3,40,6.3,2,20,0
EMP00363,28,Male,Engineering,1,0.4,54200,1.178,4,6.7,3.3,8.4,4.6,4,20,4.3,2,15,0
EMP00364,42,Female,Engineering,3,3.9,90300,0.72,2,7.1,6.8,3.2,0.9,3,10,2.1,8,14,0
EMP00365,22,Male,HR,5,6.2,277800,1.35,3,6.3,4.3,0.3,2.7,3,40,2.8,4,20,0
EMP00366,27,Female,Sales,1,0.9,63200,1.253,4,6.5,7.3,11.3,0.1,4,20,13.7,2,1,0
EMP00367,35,Male,R&D,5,7.6,260200,0.998,3,5.4,4.3,0.9,2.4,3,20,4.3,1,20,0
EMP00368,30,Female,R&D,2,4.4,77600,0.98,5,5.1,3.8,0.8,3.2,4,0,9.4,3,5,0
EMP00369,38,Female,R&D,4,15.2,140000,0.754,2,4.7,3.2,1.1,1.2,1,20,0.8,8,13,0
EMP00370,22,Female,HR,3,0.3,132200,1.251,3,4.0,4.1,2.6,0.6,3,60,2.6,3,4,0
EMP00371,28,Male,Finance,2,1.5,76400,0.885,5,4.9,1.0,2.4,1.9,4,40,9.6,1,27,1
EMP00372,26,Male,R&D,3,4.6,97500,0.915,4,6.2,4.2,2.0,4.5,2,0,1.6,1,10,0
EMP00373,22,Female,Engineering,4,1.8,153200,0.904,4,6.7,4.2,8.0,1.0,4,20,13.7,2,15,0
EMP00374,37,Male,HR,2,6.3,98300,1.4,3,6.0,5.2,1.1,0.7,4,20,0.5,6,24,0
EMP00375,36,Female,Operations,2,7.1,84300,0.901,4,2.3,1.2,4.6,0.8,4,20,9.3,9,34,0
EMP00376,27,Female,Engineering,3,0.5,120700,1.298,4,9.3,4.2,1.1,7.4,3,20,2.4,6,20,0
EMP00377,30,Female,Sales,3,3.6,123900,1.001,3,8.5,5.5,6.7,1.1,3,60,0.5,4,2,0
EMP00378,34,Female,Engineering,3,3.6,91600,0.837,4,7.3,2.8,10.6,0.0,4,0,8.5,3,29,0
EMP00379,29,Male,Engineering,3,2.3,94800,0.965,4,9.9,3.0,4.8,3.8,4,40,1.2,3,14,0
EMP00380,41,Female,Engineering,2,13.5,106600,1.026,3,4.7,4.4,5.3,3.0,3,60,0.5,3,14,0
EMP00381,32,Female,HR,3,8.8,79200,0.72,4,9.9,7.5,3.3,0.3,4,80,0.6,4,38,0
EMP00382,37,Male,Sales,1,6.0,59700,0.899,4,4.8,4.0,3.4,10.0,3,10,4.3,2,4,0
EMP00383,33,Female,Marketing,2,6.3,68300,0.887,3,6.9,6.8,5.7,2.3,4,40,15.2,3,4,0
EMP00384,29,Male,Sales,1,3.1,54300,0.97,4,4.2,1.5,11.6,1.7,2,0,0.5,1,11,1
EMP00385,30,Male,Engineering,2,12.7,88400,0.922,3,6.5,1.6,1.2,1.2,2,20,2.5,2,21,0
EMP00386,32,Male,Engineering,2,5.9,78900,0.935,4,7.2,4.6,3.4,5.7,3,10,0.8,5,9,0
EMP00387,27,Female,Sales,2,6.5,77500,0.839,4,6.2,3.4,4.8,0.7,3,60,5.5,6,15,1
EMP00388,31,Male,Operations,3,9.9,101000,1.014,4,7.8,3.6,0.2,0.8,4,10,0.5,3,9,0
EMP00389,23,Female,Sales,2,1.6,106400,1.325,5,6.7,4.2,9.0,0.3,2,40,1.1,1,14,0
EMP00390,27,Female,Engineering,2,8.2,111800,1.3,3,5.6,2.5,13.5,3.6,3,40,0.9,6,26,0
EMP00391,38,Male,Operations,1,1.1,47700,0.921,4,5.5,1.0,2.8,2.3,3,80,3.2,4,3,0
EMP00392,34,Male,Engineering,2,2.1,97100,1.333,4,8.0,4.4,4.4,2.3,3,40,8.3,2,18,0
EMP00393,37,Female,Engineering,1,2.0,53900,0.959,4,5.3,1.4,8.4,0.6,3,20,2.9,3,23,0
EMP00394,35,Male,Sales,1,19.2,75400,1.382,4,8.1,5.7,1.9,2.6,3,20,0.5,2,9,0
EMP00395,34,Female,R&D,3,9.7,116400,1.029,2,8.7,4.5,2.0,3.6,2,10,3.3,2,6,0
EMP00396,24,Male,R&D,3,6.0,101000,0.974,3,3.5,4.3,7.4,1.1,2,40,6.4,5,1,1
EMP00397,28,Male,Sales,3,6.5,128200,1.063,3,8.5,8.4,15.6,4.0,3,40,0.6,1,24,0
EMP00398,25,Female,Marketing,2,4.1,82000,1.087,5,10.0,7.7,7.9,1.1,2,40,0.5,1,6,0
EMP00399,44,Male,Sales,2,14.7,88700,0.913,3,7.0,1.8,1.2,3.5,2,0,0.8,1,7,0
EMP00400,27,Male,Engineering,4,3.4,123800,0.72,5,7.6,7.6,5.0,0.1,4,40,5.5,2,6,0
EMP00401,33,Male,HR,2,2.4,69000,0.791,4,8.4,8.3,1.1,2.0,2,40,3.6,1,10,0
EMP00402,30,Male,Engineering,2,0.9,60600,0.724,3,6.0,3.9,5.1,8.7,3,80,3.1,1,18,0
EMP00403,44,Male,Engineering,1,7.7,62700,1.025,4,6.8,6.8,2.9,9.9,1,40,1.1,1,22,0
EMP00404,24,Female,Sales,2,6.6,71000,0.783,4,4.1,1.7,1.7,0.8,3,20,1.6,1,7,1
EMP00405,34,Male,R&D,2,2.4,75400,0.978,5,6.7,1.0,2.9,1.5,3,20,13.5,2,16,0
EMP00406,32,Male,Operations,2,0.3,91300,1.233,3,7.4,3.4,4.3,0.2,2,10,1.1,1,19,0
EMP00407,28,Female,Marketing,2,9.1,103200,1.1,3,7.4,7.9,4.0,5.2,4,40,9.3,3,5,0
EMP00408,31,Male,Sales,2,0.3,75100,1.056,3,8.4,2.8,6.5,2.1,4,40,3.5,3,2,0
EMP00409,33,Male,HR,3,6.1,109600,0.832,2,5.1,3.3,0.1,1.2,2,20,0.5,1,34,1
EMP00410,39,Female,Sales,3,17.6,171300,1.255,4,5.5,3.6,3.0,0.3,4,10,2.5,3,17,0
EMP00411,24,Female,HR,3,2.9,113200,1.0,5,9.9,5.5,4.7,7.3,3,10,11.9,9,16,0
EMP00412,23,Female,Operations,3,1.3,97700,0.821,3,6.2,3.2,2.3,1.9,2,60,2.2,6,1,0
EMP00413,41,Female,Marketing,5,6.1,181800,0.723,4,6.9,4.6,2.6,0.8,1,20,8.0,1,26,0
EMP00414,33,Male,HR,1,8.5,67000,1.182,4,6.4,3.1,0.2,1.1,3,20,1.2,4,13,0
EMP00415,33,Female,Engineering,1,4.0,66200,1.058,3,5.0,1.0,7.5,0.8,3,20,3.4,2,28,0
EMP00416,36,Male,Operations,1,17.1,65800,0.798,3,9.4,6.5,3.1,2.3,3,20,7.4,1,55,0
EMP00417,22,Female,R&D,3,0.3,104700,0.951,4,5.6,5.6,5.9,6.6,4,40,10.1,2,47,0
EMP00418,34,Male,Sales,4,3.5,141400,1.048,5,4.5,4.5,9.6,4.9,4,60,2.7,2,29,0
EMP00419,24,Male,Engineering,1,6.3,59700,1.018,4,5.7,2.2,5.0,1.5,3,10,4.1,3,1,0
EMP00420,32,Male,Engineering,4,9.9,116400,0.72,1,2.9,1.0,16.2,4.4,3,40,0.5,3,33,0
EMP00421,27,Female,Operations,1,1.0,54300,1.042,3,5.3,2.9,5.4,1.4,4,20,1.2,4,1,0
EMP00422,33,Male,R&D,4,8.0,183400,1.148,2,4.8,5.9,2.3,0.7,2,80,1.3,1,29,0
EMP00423,28,Male,Marketing,2,4.0,73600,0.77,4,7.6,6.1,2.2,10.0,3,20,0.5,2,5,0
EMP00424,30,Male,Sales,1,2.5,57900,1.003,4,5.3,4.7,7.2,0.9,3,0,1.3,2,14,0
EMP00425,30,Male,Sales,2,0.7,68300,0.964,3,8.1,6.9,17.3,1.0,2,40,1.5,2,1,0
EMP00426,38,Female,Operations,2,10.0,93100,1.111,4,9.0,6.6,7.2,10.0,3,10,13.9,9,22,0
EMP00427,22,Male,Sales,2,0.9,73900,0.935,4,7.9,5.4,13.0,0.4,2,0,4.4,4,2,0
EMP00428,26,Male,Sales,2,1.9,68000,0.994,4,6.1,5.2,3.5,3.6,3,40,2.2,7,8,0
EMP00429,33,Male,Engineering,3,1.7,124200,1.227,5,6.8,3.4,10.7,6.9,3,40,17.7,3,26,0
EMP00430,39,Female,Sales,2,10.3,101300,1.065,2,3.8,1.0,5.6,1.8,3,20,0.7,2,18,0
EMP00431,24,Male,Engineering,2,5.6,75900,0.791,5,6.3,5.4,4.9,0.0,2,40,2.6,2,1,0
EMP00432,34,Male,Engineering,3,8.0,122700,0.976,3,5.0,5.5,1.8,1.2,3,40,4.2,2,8,0
EMP00433,22,Male,Finance,3,1.4,110500,1.151,3,7.7,3.0,5.0,0.3,3,40,0.5,2,1,0
EMP00434,30,Male,Operations,2,4.9,89300,0.955,5,10.0,8.0,2.8,1.3,3,40,5.0,5,17,0
EMP00435,39,Male,R&D,2,4.2,63600,0.8,5,7.4,7.8,0.6,3.9,4,40,0.5,2,52,0
EMP00436,28,Female,Sales,1,8.9,73500,1.265,4,2.9,1.9,5.4,1.4,3,10,0.6,2,16,0
EMP00437,31,Female,Finance,1,11.8,61600,0.905,4,5.8,2.3,3.4,1.4,1,20,0.7,4,4,0
EMP00438,30,Female,Engineering,3,0.3,95600,0.823,4,6.7,4.6,5.6,2.0,3,20,10.6,5,7,0
EMP00439,23,Male,Engineering,1,5.6,87600,1.395,4,6.7,3.4,5.5,2.2,4,20,4.6,2,56,0
EMP00440,23,Male,Engineering,2,0.3,78700,1.041,3,5.2,2.3,9.3,4.9,4,40,4.3,3,4,0
EMP00441,32,Male,HR,3,4.0,101600,0.793,4,6.9,5.3,2.2,0.9,3,20,3.2,1,12,0
EMP00442,24,Non-binary,Operations,1,1.7,41600,0.841,4,4.3,1.0,2.1,4.3,2,10,1.4,3,8,0
EMP00443,26,Female,Sales,2,1.8,94100,1.372,4,4.8,1.0,1.3,2.1,3,20,3.9,1,22,0
EMP00444,31,Female,Marketing,2,2.2,64600,0.966,4,7.7,5.0,7.7,0.9,3,20,2.1,1,30,0
EMP00445,32,Male,Engineering,5,4.9,189100,0.822,4,4.7,3.0,5.2,0.9,4,40,0.6,3,6,0
EMP00446,29,Male,Operations,2,2.0,74200,0.932,5,7.5,5.5,2.3,1.1,3,20,4.7,2,16,0
EMP00447,30,Male,Engineering,3,6.6,136400,1.021,4,4.0,6.0,5.9,2.4,3,40,0.6,4,12,0
EMP00448,30,Female,Marketing,2,2.6,87500,1.077,5,9.7,6.5,0.7,0.7,3,20,0.8,5,5,0
EMP00449,26,Female,Engineering,1,0.4,54200,1.017,3,5.1,4.4,2.9,6.3,3,60,6.8,1,5,0
EMP00450,34,Female,Engineering,3,7.7,118900,1.017,4,6.1,2.2,1.0,2.1,4,80,4.3,4,12,0
EMP00451,25,Female,Marketing,5,1.7,189500,0.903,4,7.1,6.0,4.3,6.3,3,40,4.0,3,3,0
EMP00452,27,Male,Sales,3,2.8,107100,1.192,4,5.5,2.6,3.7,0.1,4,60,2.2,1,25,0
EMP00453,26,Female,Finance,3,5.8,111600,0.755,4,6.8,4.5,5.8,1.0,3,40,2.0,3,1,1
EMP00454,27,Female,R&D,4,2.0,166100,1.079,4,7.5,4.7,6.7,0.1,2,60,4.7,3,1,0
EMP00455,22,Male,Operations,1,0.3,63300,1.12,5,8.2,7.2,3.1,0.8,3,60,5.4,3,6,0
EMP00456,22,Male,Operations,1,2.3,61400,0.999,4,7.9,2.8,3.9,5.0,1,80,2.9,6,2,0
